,Text,Label
10574,@SaiNacional @alitomorenoc @caroviggiano @PRI_Nacional Y propuestas para los maestros? O con su reforma educativa ya hicieron todo? HDSPM.,negative
10575,@madridistatvYT “Real Madrid the team of dreams…” 🥹🥹🥹 me sigo erizando al verlo @EvanCuyck,positive
10576,GRACIAS JESÚS POR DARME ÉSTA VIDA DE MIERDA EN LA QUE AL MENOS PUEDO AMAR A JUNG HOSEOK https://t.co/2m7CGKDTj4,positive
10583,"Cuando le pones amor a lo que haces inevitablemente el éxito es tuyo.
Good Mewning!!

@MSuppasit 
#MewSuppasit",positive
10584,"2:35 PM 
Showers are affecting some sections of PR. These showers could result in ponding of water in roadways and poor drainage areas.
Aguaceros están afectando sectores de PR. Estos pudieran generar acumulación de agua en las carreteras y areas de pobre drenaje. 
#prwx #usviwx https://t.co/g4GxUygoFe",negative
10587,un bato del gym entrena con los tenis de Adidas x Bad Bunny 🫡,negative
10598,"Creo que uno toca su limite cuando llora enfrente de los papás. Lit yo anoche saying to my mom ""Im broken and i cant handle it anymore""",negative
10606,@micalvsgnf NO DREAM ES UNA MACITA EN TODOS SUS UNIVERSOS HASTA EL C!DREAM ES UNA MASITA,positive
10608,Podría escuchar 24/7 bad bunny ❤️,negative
10609,@cassiasilvaa_ quero n best 😍😍😍 https://t.co/IFo5PMOmXI,positive
10615,quiero saber quién es el o la encargada de los casting porque esto es PERFECTO this is the best day of my life i'm killing myself tomorrow https://t.co/0hh9C6wcoW,positive
10617,"@billboard @DIANNA18JK97 Muero por una presentación en vivo 
😍😍😍😍

I'm excited for #LeftandRight by #CharliePuth feat. #JungKook of @BTS_twt @charlieputh",positive
10619,Ahora si aplica la de “cuando estoy triste escucho a Bad Bunny”,negative
10620,Pedro Pascal haciendo de cowboy maric0n... my poor coochie 🥵🥵🥵 https://t.co/gj1Rh1QhF8,negative
10624,@JotaRF92 La hora de barijho pueee ser más adictiva que Breaking Bad,negative
10629,si es por mí le doy toda la semana dijo bad bunny y tenía razón ahre,negative
10630,@saclearchan Amazing!!!!!!!!!! // Increíble!!!!!!!!!! https://t.co/qBGeJfk67o,negative
10631,"@lewddemonmodeus / por esta ocasión, nope, no están los forajidos, tal vez estén una vez se renueve el emporio",positive
10632,que risa todo lo que subía uno a Facebook antes de 2015.,negative
10633,"2:35 PM 
Showers are affecting some sections of PR. These showers could result in ponding of water in roadways and poor drainage areas.
Aguaceros están afectando sectores de PR. Estos pudieran generar acumulación de agua en las carreteras y areas de pobr… https://t.co/zNZeXyL2RX",negative
10634,"@isiupdates Ratón 
#IsiVives #IsiVivesCHILE #KCAMexico",positive
10639,@NiaGantz @BrendaQ89601502 @Briisa_blancoo Cerra el orto y anda a ver anime,negative
10659,@obviouspovx vamo best!!,positive
10662,@lay_28_ tampoco,positive
10675,@whoisands a caso soy el único ser que no es fan de bad bunny?😭,negative
10685,"@cansadaperoviba @hauntedsparker porqueee elaboraaa le gusta pitch perfect, tom holland, heartstopper esq me lo pones dificil maiderrr",positive
10687,"@klaublessed Revueltos, le pones queso y pimienta y quedan perfect!!",positive
10688,El clima está como para estar cogiendo mientras suena Paradise Lost de fondo.,negative
10693,"Dream Theater 1994
Puscifer Junio 2022
Mötley Crüe/Def Leppard/Poison/Joan Jett Agosto 2022
Dream Theater 6 veces
Muchas pero Gamma Ray (porque hay otras que veré por primera vez este año pero esas ya no cuentan jeje) https://t.co/bPvxnP1lHI",positive
10694,@CHernandez_92 @JPLares @MarEileeSo Wrong user pero se entendió,negative
10695,Con fuerza de voluntad todo es posible https://t.co/zsQLLZ5EAF,negative
10697,"@Macaadelpilaar No se cual elegir pero la que actualmente escucho sin aburrirme es esta. El sonido, el ritmo y la letra son perfect. 😌 https://t.co/Jagxv4TcLX",positive
10698,"@albertsfx No no, Lost era bona.",negative
10700,@dream_in_lilac Un muy buen ejemplar déjame decirte(? Jajajaja,positive
10709,"Escuchar el arreglo que le hizo @heisrema a ""Calm Dowm"", es orgasmeante...

U da best, King Rema",positive
10716,Pishi temazo alv Un Coco de Bad Bunny. LPM terminé cediendo.,negative
10721,@EmmaRincon Poor Guiadó que PAPELÓN!,negative
10727,"yo no sé absolutamente nada de nada de streamers mas q lo q sube adri a sus estados, pero desde el primer momento q vi a quackity con los dream smp ns q cosa de minecraft hace un año o más, me enamoré de vdd q si es q lindo es, nomas no le digan a adri pq se enoja",positive
10735,ahora en serio por q estamos tan trankis viviendo nuestra vida si aun no nos han dado una bzrp session de bad gyal???????,negative
10746,"@cami_armenta16 Mi teenage dream, jajajaja https://t.co/dEAgCJJ0Cf",positive
10750,"te amo ""wrong direction"" de Hailee Steinfeld me deprimes bien cabron",negative
10755,"No importa que tan largo sea el camino, mientras estemos juntos.

        ¡ Good Mewning ! 

@MSuppasit 
#MewSuppasit https://t.co/xqZQP6GNYR",positive
10757,Vaya desierto de horas... I'm so lost! https://t.co/GZu67zw4Bb,negative
10769,"Mirate esos acordes de ""Neverita"" de Bad Bunny. Sácala del ángulo Spinetta https://t.co/2WhRsclJSd",negative
10771,"Qué envidia la gente que se ve al espejo, y le gusta lo que ve. A dream",positive
10778,bad bunny tenia razon cuando dijo que los momentos lindos nunca cuestan,negative
10779,@MediaMarktGames Broken Sword. El primero y el segundo.,negative
10789,¿Neta todavía hay gente que añora/quiere el American Dream? https://t.co/xsj06dvrVF,positive
10795,"@PESDreamPatch @Velez Pero seguro!
Mi mejor decisión, amigo.
Es más, funciona tan bien que ni me voy a preocupar por pasar al eFootball.
Puedo seguir disfrutando del 21 y actualizarlo con el dream patch.",positive
10797,@Annuu_99 Dedo,positive
10799,Puede gustarme más el anuncio de Renfe con Dreams de The Cranberries?? 😍,positive
10806,"Doscientos catorce 

#KCAMexico #IsiVives #IsiVivesCHILE",positive
10807,"@Mewlions_MY Good Mewning que tengas un bellísimo día 😘

@MSuppasit 
#MewSuppasit",positive
10808,@cpfloquet @eisincera @luvsricciardo para de me iludir best,positive
10813,The boys incrédible !,positive
10818,"@isiupdates Camisa 
#IsiVives #IsiVivesCHILE #KCAMexico",positive
10820,@Taesusbodyguard @yv0on1 JAJAJAJA THE BEST TWEET,positive
10822,extraño a este bad bunny 😭 https://t.co/iD5iFpHgg9,negative
10824,@CNN Poor Elmo.,negative
10826,"; Perfect, digo si a todo. https://t.co/l8E4fF7bcq",positive
10832,Como dijo Bad Bunny…,negative
10834,"La la lost you acústico, que paz con esa canción 

WE MISS YOU BLACKPINK
I vote #BlackpinkKpop and #BLINKS on #KCAMexico (@BLACKPINK)",negative
10835,@weirddalle Luigi mansión new looks incredible! https://t.co/NjUIIjLUYV,positive
10838,ME CUELVEN A PONWR BAD ENDING Y ME CDPTP LA TETA,negative
10842,Bad bunny me alegras la vida,negative
10845,aquí si no se a quien apoyar pq no me cae del todo ese dream y el Wil no logro confiar en el https://t.co/KTFG2dArM2 https://t.co/fpIN8OjXfd,positive
10850,@KMazoco @OtraPendeja Bue tampoco esta tan hecha mierda noah cyrus,negative
10852,"@AndrewBromas @Tstark95143957 @aoshi_vash @GamerRepostera @auron_antonio Lost Odyssey es el mejor ""Final Fantasy"" desde Final Fantasy VI https://t.co/h6TdFH6RQU",negative
10853,@santiherzfeld Vuelve el dream team @MicaSuarez12,positive
10856,@Crmengarcia Ayññññ TQM 💕 eres la best 👯‍♀️,positive
10860,@Lucilaareyess como que mi best friends no me cuenta y me entero por twteer????,positive
10861,"Que hermosas son las mujeres 😍 dios, nunca tan lesbiana",negative
10880,"Estamos muy orgullosos de la buena aceptación que ha tenido la I Edición del Logicalis Innovation Challenge. 
Agradecer a todos los participantes y felicitarlos por sus proyectos. 
En breve anunciaremos a los ganadores. 
¡Suerte a todos!
#tecnologia #LogicalisInnovationChallenge https://t.co/TxQY1El4Tm",positive
10882,question TE AMO,negative
10885,todavía no caigo en que escribió WILDEST DREAMS o sea SU MEJOR CANCIÓN inspirándose en el rancio ese es que es tan feo con todo respeto tay pero qué le viste a ese horrible,positive
10891,Nunca me voy a aburrir de escuchar el nuevo álbum de bad bunny,negative
10894,@kenzmckey @formulanaina @PatricioOWard @BookCameo Poor Pato,negative
10896,"Pedro Sánchez, como muestra de fraternidad con Biden, se ha comprometido a cambiar el nombre a Rota, y se pasará a llamar Broken.",negative
10904,Bad Karma🔥🔥🔥🔥 https://t.co/ZckGlycB7J vía @YouTubeMusic,negative
10905,"@Bxtterflylily QUE DICES, SON EL PERFECT MATCH PARA MI 🥺",positive
10907,Sanadora la charla ✨,negative
10911,"el edificio de new girl ha salido en el nuevo episodio de only murders in the building y lo he reconocido en unos 2 segundos, i have a problem",negative
10922,"@magicbearshop Pues claro 😌
Todos mis maridos son super hots, pero... Es que Tae-min es... Otro level pa mí. 🙏✨",positive
10923,"NWSSanJuan: 2:35 PM 
Showers are affecting some sections of PR. These showers could result in ponding of water in roadways and poor drainage areas.
Aguaceros están afectando sectores de PR. Estos pudieran generar acumulación de agua en las carreteras y a… https://t.co/UyBqEDrK0O",negative
10924,Cuando no sabe que responder porque mis argumentos la aplastan https://t.co/P2owRqC933,positive
10925,Yo a este precio quiero jugar como el dream team y el Brasil del 70,positive
10936,sobre to-do eres lo question es gente  #EncuentroALBADigital,negative
10937,"Que montón bailan Perfect de Ed Sheeran en su boda, va. ¿Ustedes qué canción bailaron?",positive
10945,"¿Un #CubodeRubik que se resuelve solo?

#AI #IA #robótica #robotics #gaming #innovación #innovation #tech #technology #tecnología #Rubik https://t.co/uPvfFP3HSm",positive
10951,"※ broken pieces :: ato 4 | The fourth piece

52! linha de raciocínio                                   (3) https://t.co/yQRGwYUIDZ",negative
10962,"@isiupdates Pulmón 
#IsiVives #IsiVivesCHILE #KCAMexico",positive
10963,"los diseños de Honda con la temática de Earth Dreams fueron de los más lindos que vio esta categoría en su historia, y eso es un hecho https://t.co/UctX3S8bOv",positive
10968,@Liliana842004 Hecho te sigo,positive
10969,"Morir de hambre o ir al Día y terminar de cagarme los meniscos? 🤔
This is the question",negative
10973,"@ClpStmith Con Honda es trampa, en esa pantalla, ha perfect contra Ken",positive
10975,"Conoce al ✨Dream Team✨ de profes del Bootcamp de Desarrollo Web Frontend de Código Facilito 🐊

@paulasaguz - Paula Johana Sanchez
@coderdiaz - Javier Diaz
@KattyaCuevas - Kattya Cuevas
@Uriel_Hedz - Uriel Hernández
@CrisRuedaP - Cristina Rueda 
@alexcgdesign - Jordan Alexander https://t.co/Lls0TWEWsJ",positive
10983,Los que le vamos a fallar a bad el 4 de julio. Pinta una fogata con fernet o q?,negative
10984,Mira te gusta bad bunny ?,negative
10989,@busansbias También les quiero mucho ❤,positive
10991,@Heisa0222 perfect for casinos,positive
10993,𝖀𝖓 perfect ❤️‍🩹 https://t.co/0k1Mq4S8u8,positive
10998,🚨Imágenes fuertes! Horrible accidente en Motora a causa de una PLASTA de asfáltalo en #Caguas PR-52 dirección SUR #adoptaunhoyo #pothole #potholes #accident #motorcycle #motorcycles @DTOP @Motinsitepegas @skytrafficpr https://t.co/JjMUCdsw4J,negative
10999,"Y de repente me di cuenta de que le estaba sonriendo al celular, tan solo buscando info que sigue y escuchando star lost en youtube.
@Stray_Kids @Stray_Kids_JP #BangChan #스트레이키즈 https://t.co/QRSWqEvN6n",negative
11005,"@ShelbySpice387 Consejito: Si querés ahorrarte el quilombo, mirate algún resumen de The Clone Wars y mírate The Bad Batch, no tiene desperdicio.",negative
11007,Las letras de Mora aveces superan a las de Bad Bunny,negative
11008,"wey es que no mames literal todos los streamers de la velada se creyeron lo de el bad bunny falso, todo maaaal JAJAJAJA",negative
11010,"Lo más emocionante y surreal que he sentido últimamente! La Romina ya nos está cambiando la vida con su movimiento and i feel so grateful for that , beautiful baby 💖  @Heidivonne https://t.co/aabdgzYqsr",positive
11016,"Ella bien dulce, si poor",negative
11028,Como cambia la gente cuando se da cuenta que te pusiste como tu prioridad,positive
11033,question mi canción,negative
11035,@Cajloj JAJAJAJAJ si fuese de Bad Bunny me lo pienso,negative
11038,@Andre2718N @QLASHapp Ese Lost juega tan feo como todos los monos pro team que solo saben jugar ladder,negative
11042,@PowellAnalytics Eli to Tyree. No question.,negative
11049,@SpiritofScotia @Thebossyoulove @amazon Perfect profile/bio😉🤙🏻,positive
11050,"MÁS LES VALE QUE LE GRITEN BEST LEADER A BANG CHAN DISAOJMJ HAGANLO POR MI Y DIGANLE QUE LO AMO
#MANIACinNewarkD1
#MANIACinUSA
#2ndWorldTour_MANIAC
#MANIAC_SKZ @Stray_Kids",positive
11051,@LiEbEn_DrEaMs Jajajajajajaja mañana 🙌,positive
11052,"@NPI97 —Se lo quiere comer con patatitas de lo bonito que es—.

Quizá, pero es que quiero estar un ratito aquí. Jo.",negative
11056,los temas q son más makineta dicen mil verdades y no nos paramos a escucharlas ( ejemplo broken ties),negative
11057,se feliz contact lo question tines  #EncuentroALBADigital,negative
11058,En un arbusto esperando a que pase un enemigo. /No tiene práctica ni nada.... https://t.co/qOc0Rv1IpI,negative
11064,El dream cuando tienes 14 años https://t.co/A0GOt5WsoF,positive
11066,The Game - Dreams (Official Music Video) https://t.co/sM5uA4vXPd a través de @YouTube,positive
11067,@justdaddy_ Cuál drama jajajajsjJajajja,negative
11070,estan cantando question,negative
11072,@fon_lost La he visto un montón de veces ya,negative
11077,🥺 «Luis Puig 567 PVP» https://t.co/gL4wdpW45S dejó de seguir a «bad budinera» ﹫bolsoycalleje (⚰️ Cuenta eliminada),negative
11082,@luminiciant @Dream__Fanart @TinaKitten LEO LEO LEO LEO,positive
11087,"&gt;:D 
Poor Ninetales

Pobre Ninetales
#Pokemon
#PokemonUNITE
#PokemonFanart
#delphox  #greninja #ninetales #cramorant https://t.co/uGQCjtOBdP",negative
11091,"-Barra de velez: decime un refuerzo de Vélez
-yo: Creo que entre septiembre y noviembre vienen Daddy yankee, Bad Bunny y el Duko.
-Barra de velez: genial, agarra tu entrada. https://t.co/FapK7lCx50",negative
11100,"FUTURE PERFECT MI CANCIÓN 

MANIFESTO DAY1 PREVIEW
#MANIFESTO_DAY1  
#FuturePerfect #ENHYPEN  
@ENHYPEN_members @ENHYPEN",positive
11102,@rivvvvvo Demasiado down bad y no miras los contras that's my pov,negative
11105,"""Perfect~
Tri encima tuyo.""

-se rie. Hay que aprovechar esos musculos--

""Si bueno... no se ah 
Es dificil cuando te gusta alguien asi, sabes? Incluso me asusta a mi mismo que alguien que me hace daño me atraiga... ¿estaré mal...?""",positive
11107,@sweethabit28 Quítate el esmalte,positive
11109,@Adamlazrak1 @Neil10347633 @LastWordOnSpurs @CharlieWyett Paqueta has a bad injury.,negative
11112,@SendonMorey @TomiiOk_ @JonaVR36 @LeOGener89 @CooLifeGame Me cobraron la entrada para ir a ver a bad bunny xd,negative
11113,"¿Mi sueño? Mi sueño es tener más actualizaciones de superkind

#SUPERKIND #DREAM_Mining #PlaySuperkind #WATCH_OUT @PlaySUPERKIND",positive
11114,"A lo mejor Odon Elorza y los libos de San Sebastian tiene algo que decir,¿no?. Gracias a Melchor Miralles. https://t.co/yr05Vq7xjn",negative
11115,"@Antares_Best @yoaremlg ¿Osea la representa solo porque sigue a sasel? 
¿Y ah sasel lo sigue Grenberg? 
¿Eso que tiene que ver con la comunidad? XDDD",positive
11120,"Mis amigas y yo discutiendo que nos haremos cada una en la clínica de belleza, good problems",negative
11122,J. Cole la concha de tu hermana como no va a estar dreams en spotify,positive
11125,"🎙 #ESTRENO Entrevista a Carol Rivero: Los retos de la educación universitaria pospandemia 
.
👉🏽 YouTube: https://t.co/G5wOWQoCFf
👉🏽 Spotify: https://t.co/DE3rknlw3y
.
🚀 Aprender y compartir…
.
#EdTechTips #EdTechLatam #Podcast #Interview #Education #Innovation https://t.co/y7eWBrEQsC",positive
11128,@GiordanoPetry Bad cara,negative
11129,"Una bad bitch, girl de lo' 90 esa carita agridulces es lo que me tienta",negative
11130,"Nah nah, ahora puso Perfect de Ed Sheeran, este pibe quiere que me case con él o ke",positive
11131,@hazi1x @NeedaTag kenny vs unohana incredible,positive
11132,Porfa regalen entradas al concierto de bad bunny y dejo de twittear estupideces y ser emo 🙏🏻🙏🏻,negative
11140,@amiwor No veo el problema,negative
11141,"Haz que tu vida se vuelva más fácil con nosotros!
#innovation #cocina #electronics https://t.co/Hnkju0ZBgn",positive
11144,@mejicaca @broken_booy Apoco sí pa? https://t.co/IGqQTiO2Kp,negative
11152,Nunca lo admite https://t.co/7jvKBcPpcW,negative
11161,"Mí amorcito se despertó diciendo ""bad bunny era mí amigo y me hacía trabajar en LA ANONIMA"" fue un montón https://t.co/XYhfSIeNIl",negative
11164,"📶 La vista inmersiva. ¡Descubre las nuevas funciones de Google Maps! 

#noticias #news #google #googlemaps #tecnologia #innovacion #innovation 

Noticia completa 👉 https://t.co/iy6VeoUh0e https://t.co/0kzjvhTrkr",positive
11172,Este será el fin de nina x dream ?! https://t.co/7vTrXFb4Vi,positive
11174,TE AMO QUESTION,negative
11187,"yo dije que iba a hacer esto, y nunca lo hice, aquí esta 😼

pride questions! 🏳️‍🌈

1. birromantico, grisexual ✨
2. cualquiera (exceptuando neos) ♡
3. LGBTQ+ o LGBT
4. mi maestra de secu, me ayudó muchote 😋
5. aprox. 14-?",negative
11189,Ojalá lo que estés buscando... valga lo que perdiste ☺️,negative
11194,"enterándome que ivan y cyn fueron los mejores promedios 🥺 q bonito estar rodeada de gente tan hermosa y además inteligente ♥️ ""if you are the smartest person in the room you are in the wrong room"" y yo definitivamente estoy en el correcto 🥺",negative
11195,el 4 no le puedo fallar a bad bunny,negative
11201,A esta persona apoyan? Que asco de verdad! Que lamentable! #LCDLF2 https://t.co/ksj9BnAt6C,positive
11202,*se va a llorar a una esquina* https://t.co/eUooeAKV3O,negative
11211,«Maybe You're the Problem» de @AvaMax alcanzó el puesto #2 (+2) en la lista oficial de radio 📻 de Croacia 🇭🇷 esta semana. https://t.co/CjNlOkepRn,negative
11212,te amo dos mil 16 de bad bunny,negative
11213,"Chavaleehhhh empezamos directillo guapo jugando al hollow knight mientras os cuentos cositas que van a pasar pronto, veniros :3
https://t.co/t5WsKWCV31
#Vtuber #Vtubers #VtubersEN #VtuberES
#hollowknight #streamer #stream",positive
11218,este tampoco Bad https://t.co/F3BHyBMTQK,negative
11219,ah y bad reputation también la ha quitado o asea soy esto 🤠🔫 https://t.co/0zRkQh9d1z,negative
11224,"@magicbearshop Jeje ✨😌 
Y sesi 💋",positive
11225,estan simple recibes lo question das  #EncuentroALBADigital,negative
11241,wow la critica realmente escupio a el verso de felix en no problem https://t.co/LQAXMlkBvT,negative
11246,"si, también el que no salta es tombo jkaslsja y pedimos perfect now https://t.co/ZR5qEWTEIH",positive
11251,"Doscientos dieciocho 

#KCAMexico #IsiVives #IsiVivesCHILE",positive
11253,"@yankisitoFit @bolondqueso @jcjessivaras @CynthiaViteri6 Jajajaj, pero loquito,,, 

Tú, sin vivir acá en gringolandia usas el nombre de los Yankees de New York 🗽, después usas otra palabra de acá y ni si quiera la traduces la dejas en inglés y te pones yankisitoFit,,, 

Ahora imagínate si vivieras acá? 😱jajajajaja poor guy",negative
11255,"El mejor programa de la televisión francesa btw

Junto a Question pour un champion",negative
11261,"[1de3] El próximo 29 de junio a las 12:00h estaremos en el @cimne, en Campus Nord de @la_UPC realizando un #Seminario #SeveroOchoa ""How to Build Well-Balanced Teams to foster Innovation process?"". 😉
Inscríbete ahora 👉 https://t.co/zliF3y4yMB https://t.co/mALUle8jF7",positive
11264,No te fallaré bad bunny empezare el 2023 bien cabron😅,negative
11267,Y cómo dijo bad bunny: “lo malo siempre se sabe y lo bueno nunca se cuenta”,negative
11270,@TreceTrc3 Coño flaca 😱😳,negative
11278,@KBg20811 Poor fella,negative
11282,"@isiupdates Rojo

#IsiVives #IsiVivesCHILE #KCAMexico",positive
11285,"@Domadora2276 @infobae O sea, en 2020 sin 💉, no problem. Pero ""justo"" le viene neumonía ""por Cv"" en el año de la 💉. QEPD",negative
11296,@pedrotin61 @Antares_Best @JavierO04652386 @ru_vein Jajajajajajajajajajaj otra que vive pensando ennla verga de Sasel. Diablos señorita !!! No sabía que eras tan golosa. Estos ponis jajajaja https://t.co/u54yyFMtVL,positive
11301,"@Arquitectico @chutibiri @mmvaleraes ¿ De veras crees eso? Ya están en marcha...

https://t.co/gAqB65L3Xs

No problem at all...cada uno tiene el derecho a creer lo q quiera, mi deber es plantearme e investigar aquello que me interpela...no tengo problema en cambiar mi cosmovisión si mi juicio me lo dicta... https://t.co/LnJJNQTEN5",negative
11302,"@magicbearshop Hmm ambos tienen su appeal. 😌💋
Pero ya sabes que Tae-min para mí es otro nivel ✨",positive
11307,@andreash1 @AmericanAir Ja! Sobre todo lo “easier”…,positive
11312,"¡Conoce la nueva edición de Stanford Social Innovation Review!⚡️

Un espacio para conocer sobre la innovación social abierta y la colaboración ciudadana que cataliza la creatividad y eficiencia para solucionar los desafíos sociales.

¡Consúltala aquí! ➡️ https://t.co/3rZnGZ0bwa https://t.co/12gfXSEk1B",positive
11313,star lost t amo y a la ves t odio,negative
11320,"@Antares_Best @semonster66 @The_Gaelox @BehindTGames @Skyhammer_games Pero yo no voy llorando por ahí diciendo que unos son más tóxicos que otros. Si le entras a la guerra de consolas, eres la misma basura de la que te estás quejando. Hipócrita.",positive
11326,@ssickcide Te imaginas q night se hubiera llamado dream? Le dirias sueñito,positive
11327,@perfect_mess02 @ce_prts @UrbanBoy01 Dile al jevis q te haga caso shu😞🤣,positive
11336,"Off pensando en el regalito Sinde, la que se va de la SGAE cuando se van sus corruptos. Intento no sacar conclusiones (lo intento)",positive
11337,Conozco a alguien q es adicto al drama! Ja ja ja te suena d algo!,positive
11338,"RT @FabHddzC: Si amas a alguien, déjalo libre. Si grita ese hombre es mío era @paurubio...",negative
11339,Toca @crackoviadeTV3 . Grabación dl especial Navideño...Mari crismas!,negative
11340,Hoy asisitiré en Madrid a un seminario sobre la Estrategia Española de Seguridad organizado por FAES.,negative
11341,Buen día todos! Lo primero mandar un abrazo grande a Miguel y a su familia @libertadmontes Hoy podría ser un día para la grandeza humana.,positive
11343,Bdías. EM no se ira de puente. Si vosotros os vais no dejeis de llevar la tableta o el PC y desde luego Orbyt. De momento no digo más.,positive
11345,#programascambiados caca d ajuste,positive
11346,Buen viernes,positive
11347,“@adri_22_22: #programascambiados es TT gracias a @Carlos_Latre” GRACIAS POR EL BUEN RATO AMIGOS!!;),positive
11348,"Noooooos días! Me he dormidoooooo ya estoy en el taxi camino al aeropuerto, en 7 minutos vestida y maleta hecha. Que habré metido Dios mio!?",positive
11349,Vamos a por el viernes (@ Ayuntamiento de Málaga) [pic]: http://t.co/lzDVsoCu,positive
11350,La Universidad confía en De la Calle para encarar sus retos más ambiciosos http://t.co/7dzPPija,positive
11351,¿Me ayudáis a que #indultoneiro sea TT? Por si Zapatero quiere alguna sugerencia para el último consejo de ministros http://t.co/Qao9uvsG,positive
11352,abcdesevilla.es: Recio no tiene «indicios potentes» para denunciar a los responsables de los ERE http://t.co/wlDSs1yQ,negative
11353,"abcdesevilla.es: Cuatro altos cargos de Empleo, denunciados por retirar la prejubilación a extrabajadores http://t.co/LWHxzbuB",positive
11354,La marcha atrás del PP en posponer devolución CCAA es un resbalón. Debería asumir fallo y no mentir diciendo que no conoce estado cuentas,positive
11355,Viernes negro: Aumenta el paro en Noviembre y disminuyen los afiliados a la Seguridad Social; esta es la triste #HerenciaPSOE,positive
11358,"#FF a ti, que deseas desesperadamente hacerme #FF, pero no lo haces por el qué dirán.",positive
11359,"Mis #FF xa @merpastor x volver a sonreír, a @GFVara x ser tan autentico, a @24horas_rne x su subidòn y a @CarmendelRiego x su victoria",positive
11360,Agradezco a trabajadores y sindicatos la desconvocatoria de la huelga en el aeropuerto. Me he comprometido a mediar #sevillahoy,positive
11361,#FF a @RdscubreNavidad por ser una gran iniciativa que en estos momentos se necesita. Hay que recordar lo importante y verdadero!,positive
11362,"""Hasta ahora, los filósofos han tratado de comprender el mundo; de lo que se trata, sin embargo, es de cambiarlo""",positive
11363,"Open Master Class@javiersolana &Pedro Alonso on ""Global Health Challenges&Global Governance""@esadegeo@ISGLOBALorg http://t.co/UzhGWbiB… .",negative
11364,3.Tercer acto.Acuerdo Bancos centrales para dar un poco de tiempo.,negative
11365,Soy consciente de que estamos pidiendo un gran esfuerzo a las familias castellanomanchegas.,negative
11366,Eguiguren: el Gobierno ha negociado con ETA. Llevamos dos años denunciándolo. http://t.co/gsDGB8NV,negative
11367,No se ha aprobado la ley Sinde,negative
11368,se puede entender que la misma solidaridad que pide el PV en sanidad la tenga el PV en cuanto a fiscalidad. La Rioja pierde siempre.,negative
11369,"¡¡Mucho ánimo hoy para ""La Armada""!! ¡¡Espero que podáis brindarnos la quinta Copa Davis!! ¡¡¡MUCHA SUERTE!!! http://t.co/WHsk2vv6",negative
11370,"Blanco, ministro portavoz en funciones, desacredita de forma rotunda al pte del PSE, Jesús Eguiguren:""no sabe de lo que habla, no es cierto""",negative
11371,Desgraciadamente el paro en España sigue creciendo. Madrid va mejorando con 8.000 cotizantes más y 4.000 desempleados menos.,negative
11372,En el blog: Defender la solidaridad http://t.co/8sDDYC8j,positive
11373,#FF de vuelta ;-)) @Pepemaras @PopularesCyL @anamariavielba @marmarev @ajimnezvelayos @jmoreta23 @dllanosg @c_floriano,positive
11374,"Qué graciosos los ""laicos"" socialistas. Le meten el Amazing Grace a un anuncio de la DGT. Si se descuidan le ponen el Pange Lingua!",positive
11375,Ya he presentado la credencial de diputado en el Congreso en plena jornada de puertas abiertas. #PSNPSOE,negative
11376,"El protocolo de IU supone aportar parte del salario, pero no renunciar al seguro de vida, accidente y a la prestación social complementaria",positive
11377,El post de hoy en mi blog http://t.co/nzhcgrxn,positive
11378,Me encanta ver por aqui  a @TuDNIe ;-)),positive
11379,si están por Valencia España les recomiendo esta exposición !! http://t.co/hkjRpj9b,positive
11380,La gran noche de los abanderados 2.0 - La Opinión de Málaga http://t.co/yYu7uXtH,positive
11381,“@martacerame: @maria_rey Amigaaaaa!!!!!” holaaaa guapaaaa!,positive
11382,El juez imputa a dos directivos de la Ciudad de las Artes y Ciencias de Valencia por el caso Urdangarín. Parece que todos lo están menos él,positive
11383,"firma de discos, martes, 6 de diciembre en el Cine Callao a las 18 horas http://t.co/elJGColA",positive
11386,Ya salio el sorteo de la eurocopa 2012: españa italia croacia e irlanda. A por ellos!!!!!,positive
11387,"Granado reconoce que da los datos de paro ""con objetividad"" por estar en interinidad. ¿Y antes? @TelediarioInter 20:30",negative
11388,Corazón partío: España e Irlanda se enfrentarán en la Eurocopa.,negative
11389,"Transparencia Internacional España ocupa n. 31 en ranking 182 pdetrás Detrás de Chipre, Emiratos Arabes, Qatar...urge ley transparencia ya",negative
11390,RT @FanClubMASes: Éstas Navidades regala solidaridad:#positivegeneration (cont) http://t.co/BksU1DZv,negative
11392,El Teleton hace un gran servicio social. Y voy a apoyarlo por supuesto. RT @karlagglez: (cont) http://t.co/Hs601N32,positive
11393,Cospedal debería pedir perdón por mentir y utilizar de forma demagógica la rebaja sueldo funcionarios...la que ahora aplica sin pudor,negative
11394,"Así me gusta, Mónica “@moniromaba: @pedroj_ramirez. A la orden jefe. Cualquiera te va a discutir. Ipad+orbyt+trabajo.”",positive
11395,Eso es amigos. RT @HombresSanzeros: @AlejandroSanz #NavidadSanzeraSolidaria Todos a comprar (cont) http://t.co/y4OUji31,positive
11396,Hace cinco meses el PP me comunicó por escrito que su interlocutor preferente era IU. Ello le permitió gobernar. Ahora pide consensos.,positive
11397,"Bienvenidos a la Brigada anti-Vara, pero esta región tiene un problema más. IU deja tirado a Monago 5 meses después de su nombramiento.",negative
11398,@GFVara la ley del embudo...característica de la derecha española. Animo,negative
